,Topic,time,text_language,job_type,external_url,phone_contact,delta_salary
1609,5.0,2021,en,F Construction,yes,yes,-13.5
1610,6.0,2021,en,F Construction,yes,yes,-10.827167630057804
1611,6.0,2021,en,F Construction,yes,yes,-12.7
1612,5.0,2021,en,F Construction,yes,yes,-13.2
1613,6.0,2021,en,H Transportation and storage,yes,yes,10.24
1614,5.0,2021,en,H Transportation and storage,yes,yes,11.73
1615,5.0,2020,en,"A Agriculture, forestry and fishing",yes,yes,-7.169999999999998
1616,6.0,2020,en,"A Agriculture, forestry and fishing",yes,yes,-6.619999999999999
1617,4.0,2020,pl,G Wholesale and retail trade,yes,yes,-9.66
1618,6.0,2020,pl,C Manufacturing,yes,yes,-14.59
1619,2.0,2020,en,"A Agriculture, forestry and fishing",yes,yes,39.28
1620,6.0,2020,en,"A Agriculture, forestry and fishing",yes,yes,-7.009999999999998
1621,6.0,2019,ro,C Manufacturing,yes,yes,-14.189999999999998
1622,6.0,2019,ro,C Manufacturing,no,yes,-12.689999999999998
1623,6.0,2019,ro,C Manufacturing,yes,yes,-12.689999999999998
1624,0.0,2019,ro,"A Agriculture, forestry and fishing",no,yes,-7.130000000000001
1625,4.0,2019,ro,"A Agriculture, forestry and fishing",no,yes,-6.359999999999999
1626,6.0,2019,ro,M Other specialised business services,no,yes,-18.48
1627,5.0,2019,pl,C Manufacturing,no,yes,-13.689999999999998
1628,4.0,2019,ro,"A Agriculture, forestry and fishing",no,yes,-6.359999999999999
1629,5.0,2019,en,"A Agriculture, forestry and fishing",no,yes,-6.359999999999999
1630,6.0,2019,en,"A Agriculture, forestry and fishing",no,yes,-7.25
1631,4.0,2019,en,G Wholesale and retail trade,no,yes,-9.57
1632,6.0,2019,en,"A Agriculture, forestry and fishing",no,yes,-7.25
1633,6.0,2019,ro,"A Agriculture, forestry and fishing",no,yes,-6.359999999999999
1634,6.0,2019,ro,"A Agriculture, forestry and fishing",no,yes,-7.25
1635,6.0,2019,ro,"A Agriculture, forestry and fishing",no,yes,-7.25
1636,6.0,2018,ro,C Manufacturing,no,yes,-13.0
1637,5.0,2018,pl,"A Agriculture, forestry and fishing",yes,yes,-6.23
1638,0.0,2021,pl,F Construction,yes,yes,28.3
1639,4.0,2021,pl,C Manufacturing,yes,yes,-12.3
1640,6.0,2021,pl,C Manufacturing,yes,yes,-12.42
1641,4.0,2021,pl,C Manufacturing,yes,yes,-14.4
1642,0.0,2021,pl,F Construction,yes,yes,-13.809999999999999
1643,0.0,2021,pl,C Manufacturing,yes,yes,-14.3
1644,7.0,2021,pl,C Manufacturing,yes,yes,-14.96
1645,6.0,2021,pl,F Construction,yes,yes,-11.26
1646,0.0,2021,pl,C Manufacturing,yes,yes,-10.05
1647,5.0,2021,pl,G Wholesale and retail trade,yes,yes,-4.620000000000001
1648,4.0,2021,pl,C Manufacturing,yes,yes,-11.940000000000001
1649,3.0,2021,pl,H Transportation and storage,yes,yes,10.79
1650,0.0,2021,pl,H Transportation and storage,yes,yes,13.0
1651,7.0,2021,pl,C Manufacturing,yes,yes,-11.32
1652,0.0,2021,pl,C Manufacturing,yes,yes,-13.930000000000001
1653,0.0,2021,pl,F Construction,yes,yes,-10.7
1654,0.0,2021,pl,F Construction,yes,yes,-12.069999999999999
1655,4.0,2021,pl,H Transportation and storage,yes,yes,44.0
1656,5.0,2021,pl,F Construction,yes,yes,-12.2
1657,5.0,2021,pl,C Manufacturing,yes,yes,-13.24
1658,0.0,2017,pl,"A Agriculture, forestry and fishing",yes,yes,-6.75
1659,5.0,2016,pl,G Wholesale and retail trade,yes,yes,14.57
1660,5.0,2016,pl,"A Agriculture, forestry and fishing",yes,yes,-6.76
1661,5.0,2015,pl,C Manufacturing,yes,yes,-13.000000000000002
1662,5.0,2021,pl,G Wholesale and retail trade,yes,yes,-9.63
1663,0.0,2021,pl,C Manufacturing,yes,yes,-13.66
1664,5.0,2021,pl,G Wholesale and retail trade,yes,yes,-4.870000000000001
1665,0.0,2021,pl,C Manufacturing,yes,yes,-9.9
1666,5.0,2021,pl,H Transportation and storage,yes,yes,10.5
1667,0.0,2021,pl,M Other specialised business services,yes,yes,-19.16
1668,0.0,2021,pl,C Manufacturing,yes,yes,-13.260000000000002
1669,0.0,2021,pl,M Other specialised business services,yes,yes,-19.560000000000002
1670,5.0,2021,pl,C Manufacturing,yes,yes,-14.55
1671,5.0,2021,pl,G Wholesale and retail trade,yes,yes,-9.370000000000001
1672,5.0,2021,pl,G Wholesale and retail trade,yes,yes,-8.870000000000001
1673,5.0,2021,pl,F Construction,yes,yes,-14.229999999999999
1674,0.0,2021,pl,C Manufacturing,yes,yes,-14.07
1675,5.0,2021,pl,C Manufacturing,yes,yes,-14.56
1676,5.0,2021,pl,C Manufacturing,yes,yes,-10.88
1677,7.0,2021,pl,H Transportation and storage,yes,yes,11.19
1678,6.0,2021,pl,H Transportation and storage,yes,yes,10.49
1679,5.0,2021,pl,F Construction,yes,yes,-11.479999999999999
1680,4.0,2021,pl,F Construction,yes,yes,-10.79
1681,3.0,2021,pl,C Manufacturing,yes,yes,-14.350000000000001
1682,5.0,2021,pl,C Manufacturing,yes,yes,-15.06
1683,4.0,2021,pl,C Manufacturing,yes,yes,-12.760000000000002
1684,5.0,2021,pl,G Wholesale and retail trade,yes,yes,-3.870000000000001
1685,4.0,2021,pl,G Wholesale and retail trade,yes,yes,-4.870000000000001
1686,0.0,2021,pl,M Other specialised business services,yes,yes,-17.020000000000003
1687,5.0,2021,pl,F Construction,yes,yes,-14.7
1688,5.0,2021,pl,G Wholesale and retail trade,yes,yes,-5.960000000000001
1689,0.0,2021,pl,C Manufacturing,yes,yes,-12.760000000000002
1690,5.0,2020,pl,C Manufacturing,yes,yes,-10.3
1691,0.0,2020,pl,C Manufacturing,yes,yes,-14.610000000000001
1692,5.0,2020,pl,H Transportation and storage,yes,yes,-12.360000000000001
1693,5.0,2020,pl,C Manufacturing,yes,yes,-14.92
1694,5.0,2020,pl,C Manufacturing,yes,yes,-10.3
1695,5.0,2020,pl,G Wholesale and retail trade,yes,yes,-9.290000000000001
1696,5.0,2020,en,C Manufacturing,yes,yes,-14.675
1697,5.0,2020,pl,H Transportation and storage,yes,yes,-11.540000000000001
1698,0.0,2020,pl,C Manufacturing,yes,yes,-11.3
1699,5.0,2020,pl,C Manufacturing,yes,yes,-13.9
1700,5.0,2020,pl,G Wholesale and retail trade,yes,yes,-8.96
1701,0.0,2020,pl,C Manufacturing,yes,yes,-13.9
1702,5.0,2020,pl,F Construction,yes,yes,-13.299999999999999
1703,0.0,2020,pl,C Manufacturing,yes,yes,-14.350000000000001
1704,4.0,2020,pl,M Other specialised business services,yes,yes,-16.96
1705,0.0,2020,pl,F Construction,yes,yes,-13.299999999999999
1706,2.0,2020,pl,C Manufacturing,yes,yes,-9.3
1707,5.0,2020,pl,G Wholesale and retail trade,yes,yes,-9.82
1708,5.0,2020,pl,F Construction,yes,yes,-13.299999999999999
1709,6.0,2020,pl,C Manufacturing,yes,yes,-15.25
1710,5.0,2020,pl,"A Agriculture, forestry and fishing",yes,yes,-7.669999999999998
1711,5.0,2020,pl,G Wholesale and retail trade,yes,yes,-9.82
1712,5.0,2020,pl,F Construction,yes,yes,-13.299999999999999
1713,5.0,2020,pl,F Construction,yes,yes,-14.649999999999999
1714,0.0,2020,pl,F Construction,yes,yes,-14.649999999999999
1715,5.0,2020,pl,F Construction,yes,yes,-13.299999999999999
1716,5.0,2020,pl,H Transportation and storage,yes,yes,-8.510000000000002
1717,0.0,2020,pl,C Manufacturing,yes,yes,-14.850000000000001
1718,4.0,2020,pl,H Transportation and storage,yes,yes,-8.940000000000001
1719,5.0,2020,pl,C Manufacturing,yes,yes,-13.9
1720,3.0,2020,pl,C Manufacturing,yes,yes,-14.92
1721,0.0,2020,pl,C Manufacturing,yes,yes,-14.770000000000001
1722,0.0,2019,pl,C Manufacturing,yes,yes,-13.979999999999999
1723,0.0,2019,pl,G Wholesale and retail trade,yes,yes,-6.890000000000001
1724,0.0,2019,pl,C Manufacturing,yes,yes,-10.399999999999999
1725,5.0,2019,pl,F Construction,yes,yes,-12.079999999999998
1726,7.0,2019,pl,C Manufacturing,yes,yes,-12.689999999999998
1727,2.0,2019,pl,C Manufacturing,yes,yes,-11.399999999999999
1728,1.0,2019,pl,F Construction,yes,yes,-12.079999999999998
1729,2.0,2019,pl,H Transportation and storage,yes,yes,-5.16
1730,4.0,2019,pl,F Construction,yes,yes,-12.079999999999998
1731,5.0,2019,pl,C Manufacturing,yes,yes,-13.399999999999999
1732,5.0,2019,pl,F Construction,yes,yes,-10.079999999999998
1733,5.0,2019,pl,C Manufacturing,yes,yes,-12.999999999999998
1734,5.0,2019,pl,H Transportation and storage,yes,yes,-10.16
1735,5.0,2019,pl,F Construction,yes,yes,-13.699999999999998
1736,5.0,2019,pl,C Manufacturing,yes,yes,-9.399999999999999
1737,0.0,2019,pl,H Transportation and storage,yes,yes,-6.16
1738,4.0,2019,pl,C Manufacturing,yes,yes,-13.979999999999999
1739,5.0,2019,pl,G Wholesale and retail trade,yes,yes,-7.390000000000001
1740,4.0,2019,pl,H Transportation and storage,yes,yes,-10.53
1741,0.0,2019,pl,C Manufacturing,yes,yes,-12.999999999999998
1742,5.0,2019,pl,C Manufacturing,yes,yes,-13.739999999999998
1743,7.0,2019,pl,"A Agriculture, forestry and fishing",yes,yes,-6.710000000000001
1744,5.0,2019,pl,C Manufacturing,yes,yes,-13.469999999999999
1745,5.0,2019,pl,M Other specialised business services,yes,yes,-18.700000000000003
1746,5.0,2019,pl,C Manufacturing,yes,yes,-11.939999999999998
1747,5.0,2019,pl,"A Agriculture, forestry and fishing",yes,yes,-6.5600000000000005
1748,0.0,2019,pl,F Construction,yes,yes,-12.429999999999998
1749,5.0,2019,pl,H Transportation and storage,yes,yes,11.84
1750,4.0,2019,pl,C Manufacturing,yes,yes,-12.689999999999998
1751,0.0,2019,pl,H Transportation and storage,yes,yes,-11.95
1752,3.0,2019,pl,F Construction,yes,yes,-11.749999999999998
1753,0.0,2019,pl,C Manufacturing,yes,yes,-12.62
1754,5.0,2019,pl,M Other specialised business services,yes,yes,4.809999999999999
1755,0.0,2019,pl,C Manufacturing,yes,yes,-13.87
1756,0.0,2019,pl,,yes,yes,10.79
1757,5.0,2019,pl,G Wholesale and retail trade,yes,yes,-4.390000000000001
1758,5.0,2019,pl,C Manufacturing,yes,yes,-6.399999999999999
1759,3.0,2019,pl,G Wholesale and retail trade,yes,yes,-7.76
1760,7.0,2019,pl,M Other specialised business services,yes,yes,-16.19
1761,0.0,2019,pl,C Manufacturing,yes,yes,-13.489999999999998
1762,0.0,2019,pl,C Manufacturing,yes,yes,-11.399999999999999
1763,4.0,2020,en,C Manufacturing,yes,yes,-12.67
1764,6.0,2020,en,C Manufacturing,yes,yes,-13.850000000000001
1765,6.0,2020,en,G Wholesale and retail trade,yes,yes,-8.370000000000001
1766,5.0,2020,nl,M Other specialised business services,yes,yes,-19.770000000000003
1767,6.0,2020,en,F Construction,yes,yes,-13.33
1768,6.0,2020,en,None,yes,yes,11.45
1769,5.0,2020,nl,G Wholesale and retail trade,yes,yes,-5.16
1770,6.0,2020,en,H Transportation and storage,yes,yes,-12.350000000000001
1771,4.0,2020,en,C Manufacturing,yes,yes,-12.67
1772,6.0,2020,en,H Transportation and storage,yes,yes,-12.350000000000001
1773,5.0,2020,en,C Manufacturing,yes,yes,-13.57
1774,6.0,2020,en,C Manufacturing,yes,yes,-10.790000000000001
1775,0.0,2020,en,H Transportation and storage,yes,yes,-8.05
1776,7.0,2020,en,H Transportation and storage,yes,yes,-12.660000000000002
1777,6.0,2020,en,H Transportation and storage,yes,yes,-13.13
1778,6.0,2020,en,F Construction,yes,yes,-12.2
1779,0.0,2020,en,None,yes,yes,9.72
1780,6.0,2020,en,H Transportation and storage,yes,yes,-12.3
1781,6.0,2020,en,C Manufacturing,yes,yes,-12.67
1782,6.0,2019,en,C Manufacturing,yes,yes,-9.399999999999999
1783,6.0,2019,en,C Manufacturing,yes,yes,-12.899999999999999
1784,0.0,2019,pl,H Transportation and storage,yes,yes,-12.43
1785,5.0,2019,en,C Manufacturing,yes,yes,-13.399999999999999
1786,6.0,2019,en,F Construction,yes,yes,-13.719999999999999
1787,0.0,2019,pl,C Manufacturing,yes,yes,-13.909999999999998
1788,0.0,2019,en,G Wholesale and retail trade,yes,yes,-7.890000000000001
1789,7.0,2019,en,C Manufacturing,yes,yes,-12.04
1790,6.0,2019,en,"A Agriculture, forestry and fishing",yes,yes,-4.57
1791,6.0,2019,en,C Manufacturing,yes,yes,-9.399999999999999
1792,6.0,2019,en,C Manufacturing,yes,yes,-14.04
1793,1.0,2019,en,C Manufacturing,yes,yes,-14.149999999999999
1794,6.0,2019,en,C Manufacturing,yes,yes,-12.04
1795,7.0,2019,en,C Manufacturing,yes,yes,-13.909999999999998
1796,7.0,2019,en,C Manufacturing,yes,yes,-13.11
1797,5.0,2019,en,F Construction,yes,yes,-13.829999999999998
1798,6.0,2019,en,C Manufacturing,yes,yes,-13.649999999999999
1799,0.0,2019,en,C Manufacturing,yes,yes,-13.11
1800,6.0,2019,en,None,yes,yes,11.13
1801,5.0,2019,en,C Manufacturing,yes,yes,-13.649999999999999
1802,6.0,2019,en,C Manufacturing,yes,yes,-13.669999999999998
1803,6.0,2019,en,"A Agriculture, forestry and fishing",yes,yes,-5.0600000000000005
1804,0.0,2019,en,H Transportation and storage,yes,yes,-9.66
1805,6.0,2019,en,C Manufacturing,yes,yes,-13.899999999999999
1806,5.0,2019,en,F Construction,yes,yes,-13.449999999999998
1807,0.0,2019,en,G Wholesale and retail trade,yes,yes,-9.200000000000001
1808,0.0,2019,pl,C Manufacturing,yes,yes,-14.209999999999999
1809,7.0,2019,nl,H Transportation and storage,yes,yes,-4.818959537572255
1810,3.0,2019,en,S Other service activities,yes,yes,-11.77
1811,6.0,2019,en,C Manufacturing,yes,yes,-10.599999999999998
1812,1.0,2019,nl,M Other specialised business services,yes,yes,-15.72
1813,6.0,2019,en,C Manufacturing,yes,yes,-13.649999999999999
1814,3.0,2019,en,C Manufacturing,yes,yes,-14.079999999999998
1815,6.0,2019,en,F Construction,yes,yes,-12.899999999999999
1816,6.0,2019,en,C Manufacturing,yes,yes,-12.04
1817,5.0,2019,en,C Manufacturing,yes,yes,-12.769999999999998
1818,6.0,2019,en,G Wholesale and retail trade,yes,yes,-7.890000000000001
1819,6.0,2019,en,C Manufacturing,yes,yes,-12.769999999999998
1820,6.0,2019,en,"A Agriculture, forestry and fishing",yes,yes,-6.75
1821,0.0,2019,en,C Manufacturing,yes,yes,-10.009999999999998
1822,6.0,2019,en,C Manufacturing,yes,yes,-12.04
1823,0.0,2019,en,G Wholesale and retail trade,yes,yes,-9.030000000000001
1824,0.0,2019,pl,H Transportation and storage,yes,yes,-12.8
1825,6.0,2019,en,C Manufacturing,yes,yes,-11.399999999999999
1826,6.0,2019,en,C Manufacturing,yes,yes,-12.04
1827,6.0,2019,en,C Manufacturing,yes,yes,-12.04
1828,6.0,2019,en,"A Agriculture, forestry and fishing",yes,yes,-7.07
1829,6.0,2019,en,F Construction,yes,yes,-12.899999999999999
1830,5.0,2019,en,H Transportation and storage,yes,yes,-9.85
1831,2.0,2019,en,None,yes,yes,10.32
1832,6.0,2019,en,C Manufacturing,yes,yes,-12.04
1833,5.0,2019,en,C Manufacturing,yes,yes,-10.45
1834,6.0,2019,en,H Transportation and storage,yes,yes,-10.66
1835,6.0,2019,en,C Manufacturing,yes,yes,-14.079999999999998
1836,6.0,2019,en,F Construction,yes,yes,-12.899999999999999
1837,6.0,2019,en,H Transportation and storage,yes,yes,-12.16
1838,0.0,2019,en,G Wholesale and retail trade,yes,yes,-8.100000000000001
1839,6.0,2019,en,H Transportation and storage,yes,yes,-12.16
1840,6.0,2019,en,C Manufacturing,yes,yes,-11.049999999999999
1841,5.0,2019,en,C Manufacturing,yes,yes,-12.04
1842,6.0,2018,en,C Manufacturing,yes,yes,-12.56
1843,6.0,2018,en,H Transportation and storage,yes,yes,-11.670000000000002
1844,6.0,2018,en,C Manufacturing,yes,yes,-11.9
1845,6.0,2018,en,C Manufacturing,yes,yes,-10.450000000000001
1846,5.0,2018,en,H Transportation and storage,yes,yes,-7.720000000000002
1847,6.0,2018,nl,G Wholesale and retail trade,yes,yes,-6.720000000000001
1848,6.0,2018,en,H Transportation and storage,yes,yes,-11.670000000000002
1849,6.0,2018,en,H Transportation and storage,yes,yes,-11.670000000000002
1850,6.0,2018,en,C Manufacturing,yes,yes,-13.3
1851,6.0,2018,en,C Manufacturing,yes,yes,-11.9
1852,6.0,2018,en,C Manufacturing,yes,yes,-11.9
1853,6.0,2018,en,H Transportation and storage,yes,yes,-9.360000000000001
1854,6.0,2018,en,H Transportation and storage,yes,yes,-8.320000000000002
1855,6.0,2018,en,G Wholesale and retail trade,yes,yes,-9.030000000000001
1856,6.0,2018,pl,C Manufacturing,yes,yes,-11.9
1857,5.0,2018,pl,G Wholesale and retail trade,yes,yes,-6.720000000000001
1858,4.0,2018,en,C Manufacturing,yes,yes,-11.9
1859,6.0,2018,pl,C Manufacturing,yes,yes,-14.21
1860,5.0,2017,pl,F Construction,yes,yes,-12.490000000000002
1861,0.0,2021,en,H Transportation and storage,no,yes,12.01
1862,0.0,2021,en,H Transportation and storage,no,yes,11.57
1863,0.0,2021,pl,M Other specialised business services,no,yes,-17.46
1864,0.0,2021,pl,F Construction,no,yes,-12.379999999999999
1865,0.0,2021,pl,C Manufacturing,no,yes,-14.3
1866,0.0,2021,en,H Transportation and storage,no,yes,12.0
1867,0.0,2021,pl,C Manufacturing,no,yes,-14.3
1868,0.0,2021,pl,H Transportation and storage,no,yes,15.0
1869,0.0,2021,pl,H Transportation and storage,no,yes,12.0
1870,7.0,2021,pl,C Manufacturing,yes,yes,-15.48
1871,3.0,2021,pl,None,no,yes,12.47
1872,0.0,2021,en,None,no,yes,12.69
1873,0.0,2021,pl,C Manufacturing,no,yes,-14.3
1874,5.0,2021,en,None,no,yes,15.0
1875,0.0,2021,pl,F Construction,no,yes,-13.5
1876,5.0,2021,pl,None,no,yes,15.0
1877,0.0,2021,en,C Manufacturing,no,yes,-13.34
1878,0.0,2021,en,H Transportation and storage,no,yes,15.17
1879,3.0,2021,en,None,no,yes,35.0
1880,4.0,2021,nl,C Manufacturing,no,yes,-14.3
1881,0.0,2021,en,"A Agriculture, forestry and fishing",no,yes,-3.0799999999999983
1882,0.0,2021,pl,None,no,yes,12.47
1883,3.0,2021,en,G Wholesale and retail trade,no,yes,-8.620000000000001
1884,0.0,2021,pl,C Manufacturing,no,yes,-13.3
1885,0.0,2021,pl,C Manufacturing,no,yes,-14.3
1886,3.0,2021,pl,G Wholesale and retail trade,no,yes,-8.620000000000001
1887,0.0,2021,pl,C Manufacturing,no,yes,-14.05
1888,0.0,2021,pl,H Transportation and storage,no,yes,15.0
1889,3.0,2021,pl,M Other specialised business services,no,yes,-17.46
1890,5.0,2021,pl,G Wholesale and retail trade,no,yes,-5.49
1891,0.0,2021,pl,H Transportation and storage,no,yes,12.33
1892,7.0,2021,nl,C Manufacturing,no,yes,-9.3
1893,1.0,2021,nl,"A Agriculture, forestry and fishing",yes,yes,-2.719999999999999
1894,0.0,2021,pl,C Manufacturing,no,yes,-14.3
1895,4.0,2021,en,C Manufacturing,no,yes,-14.520000000000001
1896,0.0,2021,pl,C Manufacturing,no,yes,-14.520000000000001
1897,0.0,2021,pl,C Manufacturing,no,yes,-12.270000000000001
1898,0.0,2021,pl,H Transportation and storage,no,yes,11.75
1899,0.0,2021,pl,C Manufacturing,no,yes,-11.5
1900,0.0,2021,pl,M Other specialised business services,no,yes,-18.26
1901,0.0,2021,pl,H Transportation and storage,no,yes,11.53
1902,0.0,2021,pl,H Transportation and storage,no,yes,11.53
1903,0.0,2021,en,H Transportation and storage,no,yes,13.58
1904,0.0,2021,pl,C Manufacturing,no,yes,9.7
1905,0.0,2021,en,C Manufacturing,yes,yes,-11.3
1906,0.0,2021,en,C Manufacturing,yes,yes,-11.860000000000001
1907,0.0,2021,pl,C Manufacturing,no,yes,-14.3
1908,6.0,2021,pl,"A Agriculture, forestry and fishing",no,yes,-6.719999999999999
1909,0.0,2021,pl,C Manufacturing,no,yes,-14.350000000000001
1910,0.0,2021,pl,M Other specialised business services,no,yes,-18.26
1911,0.0,2021,en,C Manufacturing,no,yes,-13.17
1912,0.0,2021,en,C Manufacturing,no,yes,-14.930000000000001
1913,7.0,2021,nl,H Transportation and storage,no,yes,35.0
1914,0.0,2021,nl,C Manufacturing,no,yes,9.7
1915,0.0,2021,pl,G Wholesale and retail trade,no,yes,-8.340000000000002
1916,4.0,2021,nl,C Manufacturing,no,yes,27.7
1917,0.0,2021,pl,C Manufacturing,no,yes,-12.3
1918,1.0,2021,nl,F Construction,no,yes,-10.7
1919,0.0,2021,pl,C Manufacturing,no,yes,-12.67
1920,7.0,2021,en,G Wholesale and retail trade,yes,yes,24.13
1921,4.0,2021,pl,C Manufacturing,yes,yes,-13.200000000000001
1922,7.0,2021,pl,C Manufacturing,no,yes,-13.3
1923,0.0,2021,en,G Wholesale and retail trade,no,yes,-7.870000000000001
1924,3.0,2021,pl,H Transportation and storage,no,yes,12.0
1925,0.0,2021,pl,C Manufacturing,no,yes,-12.270000000000001
1926,0.0,2021,pl,C Manufacturing,yes,yes,-9.3
1927,0.0,2021,pl,G Wholesale and retail trade,no,yes,-8.340000000000002
1928,0.0,2021,en,C Manufacturing,no,yes,-12.3
1929,3.0,2021,en,C Manufacturing,no,yes,-13.9
1930,6.0,2021,nl,"A Agriculture, forestry and fishing",no,yes,-6.719999999999999
1931,0.0,2021,en,None,no,yes,12.88
1932,0.0,2021,pl,C Manufacturing,no,yes,-13.15
1933,0.0,2021,pl,C Manufacturing,no,yes,-8.3
1934,0.0,2021,pl,,no,yes,12.88
1935,0.0,2021,pl,C Manufacturing,no,yes,-14.49
1936,0.0,2021,en,C Manufacturing,no,yes,-12.3
1937,0.0,2021,pl,C Manufacturing,no,yes,9.7
1938,0.0,2021,pl,G Wholesale and retail trade,no,yes,-8.620000000000001
1939,0.0,2021,nl,C Manufacturing,no,yes,-11.860000000000001
1940,4.0,2021,en,H Transportation and storage,no,yes,10.81
1941,4.0,2021,nl,M Other specialised business services,no,yes,-16.520000000000003
1942,4.0,2021,en,C Manufacturing,yes,yes,-9.64
1943,1.0,2021,en,C Manufacturing,no,yes,-11.9
1944,0.0,2021,pl,H Transportation and storage,no,yes,10.825
1945,6.0,2021,en,G Wholesale and retail trade,no,yes,-8.340000000000002
1946,7.0,2021,pl,C Manufacturing,no,yes,-14.3
1947,0.0,2021,pl,C Manufacturing,yes,yes,-11.3
1948,1.0,2021,en,C Manufacturing,no,yes,-13.700000000000001
1949,0.0,2021,en,G Wholesale and retail trade,no,yes,-8.340000000000002
1950,0.0,2021,pl,H Transportation and storage,no,yes,10.78
1951,0.0,2021,en,C Manufacturing,no,yes,-13.3
1952,4.0,2021,en,C Manufacturing,no,yes,-14.3
1953,4.0,2021,pl,C Manufacturing,no,yes,-14.520000000000001
1954,4.0,2021,pl,H Transportation and storage,no,yes,10.38
1955,0.0,2021,pl,C Manufacturing,no,yes,-14.42
1956,0.0,2021,nl,F Construction,no,yes,-12.059999999999999
1957,3.0,2021,nl,None,no,yes,13.14
1958,0.0,2021,pl,C Manufacturing,no,yes,-14.690000000000001
1959,0.0,2021,pl,C Manufacturing,no,yes,-12.3
1960,0.0,2021,pl,H Transportation and storage,no,yes,11.51
1961,0.0,2021,pl,C Manufacturing,no,yes,-14.3
1962,4.0,2021,en,C Manufacturing,no,yes,-14.05
1963,1.0,2021,pl,H Transportation and storage,no,yes,11.0
1964,0.0,2021,pl,H Transportation and storage,no,yes,11.51
1965,0.0,2021,pl,F Construction,no,yes,-13.7
1966,0.0,2021,pl,H Transportation and storage,no,yes,10.38
1967,1.0,2021,nl,H Transportation and storage,no,yes,13.18
1968,7.0,2021,nl,G Wholesale and retail trade,no,yes,24.13
1969,5.0,2021,nl,G Wholesale and retail trade,no,yes,-7.840000000000002
1970,0.0,2021,nl,C Manufacturing,no,yes,-13.59
1971,0.0,2021,nl,F Construction,yes,yes,-12.85
1972,7.0,2021,nl,G Wholesale and retail trade,yes,yes,24.13
1973,0.0,2021,pl,C Manufacturing,no,yes,-14.32
1974,4.0,2021,nl,F Construction,yes,yes,-10.45
1975,7.0,2021,nl,F Construction,no,yes,10.3
1976,0.0,2021,pl,None,no,yes,11.36
1977,6.0,2021,pl,G Wholesale and retail trade,no,yes,15.129999999999999
1978,3.0,2021,nl,None,no,yes,53.0
1979,0.0,2021,nl,None,no,yes,10.0
1980,4.0,2021,nl,H Transportation and storage,no,yes,12.0
1981,1.0,2021,en,C Manufacturing,yes,yes,-14.38
1982,4.0,2021,nl,H Transportation and storage,no,yes,15.0
1983,0.0,2021,pl,H Transportation and storage,no,yes,11.23
1984,0.0,2021,en,F Construction,no,yes,-12.33
1985,0.0,2021,pl,F Construction,no,yes,-13.2
1986,0.0,2021,en,F Construction,no,yes,-11.7
1987,0.0,2021,pl,F Construction,no,yes,-13.7
1988,0.0,2021,pl,C Manufacturing,no,yes,-16.8
1989,5.0,2021,nl,C Manufacturing,no,yes,-13.8
1990,5.0,2021,en,H Transportation and storage,no,yes,12.0
1991,0.0,2021,en,G Wholesale and retail trade,no,yes,-9.870000000000001
1992,0.0,2021,pl,H Transportation and storage,no,yes,11.23
1993,0.0,2021,pl,C Manufacturing,no,yes,-11.3
1994,0.0,2021,pl,None,yes,yes,35.0
1995,1.0,2021,en,G Wholesale and retail trade,no,yes,-6.99
1996,6.0,2021,pl,G Wholesale and retail trade,no,yes,-7.720000000000001
1997,3.0,2021,pl,G Wholesale and retail trade,no,yes,-7.870000000000001
1998,0.0,2021,pl,H Transportation and storage,no,yes,11.51
1999,0.0,2021,pl,C Manufacturing,no,yes,-14.690000000000001
2000,4.0,2021,nl,G Wholesale and retail trade,no,yes,-7.140000000000001
2001,4.0,2021,nl,C Manufacturing,no,yes,-13.41
2002,7.0,2021,nl,C Manufacturing,no,yes,-13.3
2003,0.0,2021,pl,None,no,yes,11.01
2004,7.0,2021,en,H Transportation and storage,no,yes,16.0
2005,0.0,2021,nl,H Transportation and storage,no,yes,12.0
2006,0.0,2021,pl,H Transportation and storage,no,yes,11.5
2007,0.0,2021,pl,C Manufacturing,no,yes,-14.690000000000001
2008,0.0,2021,pl,H Transportation and storage,no,yes,11.5
2009,0.0,2021,pl,C Manufacturing,no,yes,-13.020000000000001
2010,0.0,2021,pl,C Manufacturing,no,yes,-14.290000000000001
2011,6.0,2021,nl,H Transportation and storage,no,yes,16.0
2012,0.0,2021,pl,G Wholesale and retail trade,no,yes,-8.770000000000001
2013,0.0,2021,pl,M Other specialised business services,no,yes,-18.46
2014,0.0,2021,pl,H Transportation and storage,no,yes,11.51
2015,5.0,2021,en,C Manufacturing,no,yes,-12.8
2016,0.0,2021,nl,G Wholesale and retail trade,no,yes,-7.370000000000001
2017,1.0,2021,en,G Wholesale and retail trade,no,yes,-6.99
2018,0.0,2021,en,G Wholesale and retail trade,no,yes,-6.870000000000001
2019,0.0,2021,en,None,no,yes,11.01
2020,0.0,2021,en,C Manufacturing,no,yes,-14.690000000000001
2021,3.0,2021,pl,C Manufacturing,no,yes,-14.0
2022,4.0,2021,nl,G Wholesale and retail trade,no,yes,-7.370000000000001
2023,0.0,2021,pl,F Construction,no,yes,2.3000000000000007
2024,0.0,2021,pl,H Transportation and storage,no,yes,10.61
2025,7.0,2021,pl,C Manufacturing,no,yes,-11.99
2026,0.0,2021,pl,None,no,yes,11.01
2027,0.0,2021,pl,C Manufacturing,no,yes,-14.930000000000001
